Almont__Precip_mm_day,Almont__Evap_mm_day,Almont__Runoff_mm_day,Billy_Barr__Precip_mm_day,Billy_Barr__Evap_mm_day,Billy_Barr__Runoff_mm_day,Judd_Falls__Precip_mm_day,Judd_Falls__Evap_mm_day,Judd_Falls__Runoff_mm_day,Kettle_Ponds__Precip_mm_day,Kettle_Ponds__Evap_mm_day,Kettle_Ponds__Runoff_mm_day,Mexican_Cut__Precip_mm_day,Mexican_Cut__Evap_mm_day,Mexican_Cut__Runoff_mm_day,Snodgrass_Mountain__Precip_mm_day,Snodgrass_Mountain__Evap_mm_day,Snodgrass_Mountain__Runoff_mm_day,castnet_gothic__Precip_mm_day,castnet_gothic__Evap_mm_day,castnet_gothic__Runoff_mm_day,nrcs_1141__Precip_mm_day,nrcs_1141__Evap_mm_day,nrcs_1141__Runoff_mm_day,nrcs_380__Precip_mm_day,nrcs_380__Evap_mm_day,nrcs_380__Runoff_mm_day,nrcs_680__Precip_mm_day,nrcs_680__Evap_mm_day,nrcs_680__Runoff_mm_day,nrcs_737__Precip_mm_day,nrcs_737__Evap_mm_day,nrcs_737__Runoff_mm_day,wu_KCOCREST10__Precip_mm_day,wu_KCOCREST10__Evap_mm_day,wu_KCOCREST10__Runoff_mm_day,wu_KCOCREST4__Precip_mm_day,wu_KCOCREST4__Evap_mm_day,wu_KCOCREST4__Runoff_mm_day,wu_KCOCREST6__Precip_mm_day,wu_KCOCREST6__Evap_mm_day,wu_KCOCREST6__Runoff_mm_day,wu_KCOMTCRE2__Precip_mm_day,wu_KCOMTCRE2__Evap_mm_day,wu_KCOMTCRE2__Runoff_mm_day,wu_MRMEX__Precip_mm_day,wu_MRMEX__Evap_mm_day,wu_MRMEX__Runoff_mm_day,wu_MTAPC2__Precip_mm_day,wu_MTAPC2__Evap_mm_day,wu_MTAPC2__Runoff_mm_day,date
0.0,1.02844,1.182033,0.390727,-0.372575,18.810863,0.36644,-0.368231,18.042356,0.217243,-0.338006,23.282139,0.0,0.951584,29.20027,0.256824,1.398481,19.637663,0.36644,-0.368231,18.042356,0.0,0.882461,1.582864,0.0,1.547294,1.176416,0.755769,1.276342,0.045878,0.0,0.837626,23.363976,0.0,1.040844,8.244996,0.0,1.151331,8.041972,0.0,1.031165,5.786533,0.0,1.579378,1.498866,0.0,-0.162153,4.73117,0.250294,1.092271,7.099139,2014-06-01
0.0,1.438777,1.161508,0.0,-0.543067,19.319164,0.0,-0.520625,18.664581,0.0,0.29391,26.580282,0.0,1.470044,27.072952,0.0,2.395241,15.275764,0.0,-0.520625,18.664581,0.0,1.34426,1.93881,0.0,2.739575,1.153275,0.0,2.272167,0.00241,0.0,1.48524,22.701054,0.0,1.489682,6.887449,0.0,1.837956,6.758156,0.0,1.499469,5.169559,0.0,2.633806,1.441216,0.0,-0.265842,8.38542,0.0,1.50021,6.140623,2014-06-02
0.0,1.461509,1.140768,0.0,-0.313622,20.14094,0.0,-0.311946,19.789045,0.0,1.606172,25.188156,0.0,1.480734,24.385405,0.0,2.046471,11.494955,0.0,-0.311946,19.789045,0.0,1.319412,1.565168,0.0,2.441727,1.130809,0.0,2.012362,0.00241,0.0,1.488913,22.101017,0.0,2.214171,6.002984,0.0,2.081215,5.87709,0.0,2.235224,4.646387,0.0,2.377586,1.388183,0.0,-0.128466,11.683437,0.0,2.197282,5.418188,2014-06-03
0.0,1.091902,1.11996,0.0,-0.251035,22.761532,0.0,-0.251363,22.804045,0.0,2.116708,20.274046,0.0,1.533024,23.983078,0.0,2.322065,8.38041,0.0,-0.251363,22.804045,0.0,1.366731,1.569361,0.0,2.630119,1.108881,0.0,2.15839,0.002409,0.0,1.539398,23.768017,0.0,2.504122,5.306868,0.0,2.222006,5.187621,0.0,2.53252,4.196896,0.0,2.659827,1.339103,0.0,-0.078915,12.668925,0.0,2.508446,4.828529,2014-06-04
0.0,0.844066,1.099198,0.0,-0.308067,22.764982,0.0,-0.338325,23.869585,0.0,1.835902,15.074056,0.0,1.509333,22.486582,0.0,2.266692,7.160494,0.0,-0.338325,23.869585,0.0,1.317078,1.521042,0.0,2.590504,1.087381,0.0,2.178874,0.002409,0.0,1.474139,23.023075,0.0,2.075241,4.734429,0.0,2.185837,4.623378,0.0,2.08581,3.807704,0.0,2.532273,1.293464,0.0,-0.078715,20.467308,0.0,2.129638,4.335559,2014-06-05
0.0,0.778139,1.078566,0.0,-0.328021,23.226597,0.0,-0.360611,26.271357,0.0,1.892821,11.117055,0.0,1.734407,21.354755,0.0,2.547851,6.293537,0.0,-0.360611,26.271357,0.0,1.581427,1.624861,0.0,2.776318,1.066232,0.0,2.446935,0.002408,0.0,1.751805,22.387302,0.0,2.043301,4.252796,0.0,2.332296,4.150513,0.0,2.031379,3.469061,0.0,2.662323,1.250857,0.0,-0.095504,28.192902,0.0,2.148678,3.917512,2014-06-06
0.0,0.653558,1.058132,0.0,-0.44034,24.150909,0.0,-0.055968,29.441711,0.0,1.841557,8.126076,0.0,1.310131,20.781696,0.0,2.180649,5.574399,0.0,-0.055968,29.441711,0.0,1.201315,1.577101,0.0,2.281008,1.045383,0.0,2.110737,0.002408,0.0,1.250915,22.201485,0.0,1.952212,3.842405,0.0,1.984421,3.748751,0.0,1.94141,3.166029,0.0,2.351885,1.210947,0.0,-0.172481,27.586071,0.0,2.073418,3.559405,2014-06-07
1.005629,1.416283,1.116937,3.008401,-0.274759,25.626513,2.897871,1.502985,27.567442,2.253572,2.20407,7.16804,0.985477,1.133892,20.704552,2.631799,1.985717,5.200974,2.897871,1.502985,27.567442,1.654109,1.144226,1.451889,1.239747,2.064887,1.166259,0.902453,1.863904,0.05035,0.925125,1.082842,22.401541,1.920547,2.325085,3.664803,2.037563,2.082124,3.573611,2.167349,2.347673,2.866499,2.124594,2.134058,1.367303,1.04058,-0.075264,26.066153,0.72235,2.271456,3.318747,2014-06-08
1.048422,1.680419,1.100292,3.136418,0.063289,25.248045,3.021185,1.779032,25.493856,2.349468,2.133165,6.301591,1.027412,1.435565,20.798094,2.74379,2.059693,4.662794,3.021185,1.779032,25.493856,1.724497,1.435775,0.845757,1.292502,2.349042,1.092873,0.940856,1.997323,0.033688,0.964492,1.436893,22.481388,2.002272,2.24488,3.348448,2.124268,2.029489,3.23211,2.259576,2.272886,2.552509,2.215003,2.336602,1.295106,1.08486,0.10604,23.389444,1.087823,2.183204,2.904915,2014-06-09
0.0,0.711477,0.99846,0.0,3.128046,23.858252,0.0,2.385395,19.394318,0.0,2.646789,5.388676,1.015032,1.638503,20.248207,0.0,1.991713,4.012995,0.0,2.385395,19.394318,1.568595,1.67606,1.004205,0.0,2.420357,0.98464,0.0,2.016234,0.002407,1.033678,1.66404,21.663605,0.0,2.764889,2.695198,0.0,2.070945,2.582181,0.0,2.798346,2.167888,0.0,2.388473,1.104925,1.023734,0.137152,22.255165,0.348979,2.689343,2.472245,2014-06-10
0.597756,0.939902,1.025892,3.238086,3.258955,21.494444,3.075215,2.269808,14.397677,2.105191,2.465553,4.972384,2.630918,2.002863,17.506042,2.268212,2.467814,3.7918,3.075215,2.269808,14.397677,5.012223,2.229311,1.316443,0.245649,2.535651,0.980253,0.0,2.291747,0.002406,2.618731,2.022181,18.608944,0.583672,2.550977,2.421682,0.615,2.418245,2.353477,0.811766,2.555649,2.069457,0.870187,2.574717,1.128,2.66619,0.073038,20.331963,0.1597,2.555474,2.243263,2014-06-11
0.623193,1.168897,1.008918,3.375878,3.573354,17.045294,3.206075,2.328294,10.584152,2.194773,2.483827,4.502218,1.639616,1.58652,14.159794,2.364732,2.119996,3.501366,3.206075,2.328294,10.584152,3.520576,1.639381,1.200433,0.256102,2.206016,0.977764,0.0,2.021783,0.002406,1.606644,1.562736,15.181048,0.608509,2.586086,2.228107,0.64117,2.045664,2.168509,0.846309,2.598481,1.950293,0.907216,2.287438,1.120531,1.666931,0.086731,18.812386,0.166495,2.548263,2.079994,2014-06-12
0.0,0.506416,0.941778,0.0,3.160404,12.426603,0.0,2.28407,7.757956,0.0,2.423192,3.882997,0.0,1.916373,11.704427,0.0,2.635043,2.919611,0.0,2.28407,7.757956,0.0,2.03676,7.342148,0.0,2.777409,0.926805,0.0,2.587854,0.002405,0.0,1.97625,12.992706,0.0,2.484585,2.013776,0.0,2.674332,1.968587,0.0,2.495614,1.762916,0.0,2.879621,1.015471,0.0,0.045157,19.136673,0.0,2.492312,1.929697,2014-06-13
0.0,0.450825,0.923612,0.745809,4.038254,9.106868,0.679998,2.317521,6.783321,0.303726,2.407667,3.559708,0.0,1.370334,11.367903,0.374189,1.818142,2.546819,0.679998,2.317521,6.783321,0.0,1.581526,167.139389,0.0,1.943905,0.908221,0.0,2.049534,0.002405,0.0,1.355767,11.684353,0.0,2.531413,1.880211,0.0,2.27695,1.840471,0.0,2.539825,1.664411,0.0,2.047644,0.988624,0.0,-0.03533,19.538473,0.0,2.4589,1.813134,2014-06-14
0.0,0.475174,0.905819,0.777546,4.447387,7.436131,0.708934,2.514808,5.962865,0.31665,2.568247,3.237119,2.841604,1.802263,11.27783,0.390112,1.994896,2.289674,0.708934,2.514808,5.962865,0.0,1.423738,43.277523,0.0,1.792843,0.890007,0.0,1.963777,0.002405,2.911066,1.772593,11.488928,0.0,2.658068,1.766021,0.0,2.153071,1.730464,0.0,2.699061,1.577792,0.0,1.980234,0.963067,2.855578,0.10338,18.473354,0.0,2.562421,1.711891,2014-06-15
0.0,0.391976,0.888401,0.0,3.719135,6.433903,0.0,2.576401,5.232507,0.0,2.646678,2.750645,3.909724,1.938951,11.825422,0.0,2.334305,2.089554,0.0,2.576401,5.232507,0.0,2.002789,0.748029,0.0,2.05327,0.872175,0.0,2.226216,0.002404,4.005619,1.917448,11.822539,0.0,2.668225,1.666789,0.0,2.589962,1.634549,0.0,2.691585,1.50083,0.0,2.234277,0.9387,3.930075,0.042629,17.203093,0.0,2.642648,1.622793,2014-06-16
0.0,0.351611,0.871358,0.0,2.74062,5.685192,0.0,2.000038,4.677186,0.0,2.095901,2.417247,0.987508,1.621864,12.075593,0.0,2.285335,1.946222,0.0,2.000038,4.677186,0.0,1.967326,3.437862,0.0,1.897888,0.854721,0.0,2.221544,0.002404,1.011984,1.674205,11.069592,0.0,2.071376,1.579463,0.0,2.469893,1.549862,0.0,2.057216,1.43183,0.0,2.094435,0.915428,0.993535,-0.071918,16.804506,0.0,2.171208,1.543537,2014-06-17
0.0,0.320648,0.854689,0.0,3.796352,5.063853,0.0,2.750823,4.206763,0.0,2.791357,2.210677,0.0,1.687046,11.906302,0.0,2.653087,1.824304,0.0,2.750823,4.206763,0.0,2.276228,7.649102,0.0,2.250298,0.837649,0.0,2.654611,0.002403,0.0,2.078705,10.101868,0.0,2.695339,1.501822,0.0,2.909126,1.474318,0.0,2.715651,1.369501,0.0,2.374917,0.893166,0.0,-0.042297,20.11364,0.556305,2.582544,1.520785,2014-06-18
0.0,0.358414,0.83839,0.0,3.023846,4.539518,0.0,2.615269,3.804683,0.0,2.642088,2.048935,0.0,1.534433,11.581179,0.0,2.315313,1.718629,0.0,2.615269,3.804683,0.0,1.9798,9.468105,0.0,1.819313,0.820956,0.0,2.305229,0.002403,0.0,1.876746,12.234655,0.0,2.470626,1.432183,0.0,2.530402,1.406359,0.0,2.502127,1.312821,0.0,1.907135,0.871842,0.0,0.006817,23.515913,0.579977,2.481554,1.451845,2014-06-19
0.0,0.368718,0.822459,0.0,2.395771,4.092513,0.0,2.802315,3.458646,0.0,2.832782,1.913956,0.947201,1.769797,15.855947,0.0,2.383132,1.625819,0.0,2.802315,3.458646,0.0,2.033072,9.180435,0.0,1.819929,0.804645,0.0,2.301081,0.002402,0.970678,2.129529,14.895109,0.0,2.607857,1.369248,0.0,2.592153,1.344792,0.0,2.628761,1.260977,0.0,1.87183,0.85139,0.952982,-0.020673,25.228155,0.0,2.661439,1.34955,2014-06-20
0.0,0.360292,0.806891,0.0,1.894068,3.708714,0.0,2.452966,3.148483,0.0,2.505733,1.798141,0.987508,1.64266,23.927578,0.0,2.336977,1.543443,0.0,2.452966,3.148483,0.0,2.212718,8.37201,0.0,1.682484,0.787525,0.0,2.287615,0.002402,1.011984,2.185805,14.675552,0.0,2.250441,1.311995,0.0,2.514596,1.288674,0.0,2.246674,1.213307,0.0,1.824082,0.831754,0.993535,-0.10577,24.61417,0.0,2.305531,1.29596,2014-06-21
0.0,0.313235,0.791574,0.0,1.62276,3.377286,0.0,2.493613,2.673057,0.0,2.502185,1.697114,0.0,1.625715,25.243643,0.0,2.467396,1.469681,0.0,2.493613,2.673057,0.0,2.282925,7.5034,0.0,1.721717,0.761024,0.0,2.307624,0.002402,0.0,2.292607,12.10258,0.0,2.120863,1.259614,0.0,2.617587,1.237247,0.0,2.138891,1.169278,0.0,1.816489,0.812881,0.0,-0.127431,25.306873,0.0,2.178843,1.246655,2014-06-22
0.0,0.29531,0.768495,0.0,1.394249,3.034513,0.0,2.777137,2.378524,0.0,2.736279,1.607919,0.0,1.673898,25.187298,0.0,2.44869,1.40313,0.0,2.777137,2.378524,0.0,2.242976,6.713286,0.0,1.645336,0.74646,0.0,2.233916,0.002401,0.0,2.300951,9.20551,0.0,2.305239,1.211449,0.0,2.577386,1.1899,0.0,2.327095,1.128446,0.0,1.708758,0.794724,0.0,-0.115821,26.100649,0.0,2.264098,1.201095,2014-06-23
0.0,0.318598,0.753525,0.0,1.187223,2.573857,0.0,2.748326,2.182299,0.0,2.66164,1.528397,0.0,1.780738,22.973513,0.0,2.419478,1.342694,0.0,2.748326,2.182299,0.0,2.186069,6.025004,0.0,1.5248,0.738012,0.0,2.097848,0.002401,0.0,2.308512,7.586736,0.0,2.273373,1.166961,0.0,2.51973,1.146133,0.0,2.285924,1.090438,0.0,1.60294,0.762134,0.0,-0.103436,25.262152,0.0,2.262147,1.158825,2014-06-24
0.0,0.28877,0.745344,0.0,1.043305,2.320269,0.0,2.562176,2.025905,0.0,2.483329,1.456913,0.0,2.179291,20.000185,0.0,2.524409,1.287498,0.0,2.562176,2.025905,0.0,2.416145,5.428556,0.0,1.552752,0.73089,0.0,2.262266,0.0024,0.0,2.427312,6.606003,0.0,2.176137,1.125706,0.0,2.558765,1.105531,0.0,2.171322,1.054942,0.0,1.647691,0.730296,0.0,-0.164805,24.163086,0.0,2.230235,1.119467,2014-06-25
0.0,0.251121,0.738589,0.0,0.917537,2.138226,0.0,2.388582,1.894459,0.0,2.298547,1.3922,0.0,2.171779,16.809956,0.0,2.462229,1.236834,0.0,2.388582,1.894459,0.0,2.302697,4.908485,0.0,1.48555,0.724045,0.0,2.134877,0.0024,0.0,2.284339,5.856733,0.0,2.076955,1.087315,0.0,2.499306,1.067742,0.0,2.07231,1.021694,0.0,1.578813,0.715723,0.0,-0.17253,22.901613,0.0,2.115377,1.082702,2014-06-26
0.0,0.292146,0.732152,0.253779,1.041441,2.011636,0.233432,2.405661,1.814297,0.0,2.16438,1.33326,0.0,2.181871,12.990096,0.0,2.438712,1.190124,0.233432,2.405661,1.814297,0.0,2.401001,4.451973,0.0,1.537949,0.717249,0.0,2.121864,0.002399,0.0,2.380861,5.244388,0.0,1.857184,1.051476,0.0,2.658446,1.032471,0.0,1.860266,0.990469,0.0,1.574354,0.70728,0.0,-0.126357,22.547892,0.0,1.837213,1.048259,2014-06-27
0.0,0.255517,0.725802,0.264578,1.060645,1.887296,0.243365,2.477481,1.708067,0.0,2.119681,1.27929,0.0,1.94514,9.610341,0.0,2.135765,1.14689,0.243365,2.477481,1.708067,0.0,2.100375,4.049331,0.0,1.255613,0.710446,0.0,1.782447,0.002399,0.0,2.123324,4.725401,0.0,1.614539,1.017927,0.0,2.055836,0.999463,0.0,1.66072,0.961075,0.0,1.333185,0.700539,0.0,-0.038878,22.684071,0.0,1.528192,1.01591,2014-06-28
0.0,0.278362,0.719483,0.0,0.753841,1.757089,0.0,2.646723,1.59481,0.0,2.381544,1.229639,0.0,2.308129,7.669016,0.0,2.491253,1.106735,0.0,2.646723,1.59481,0.0,2.437094,3.6933,0.0,1.449982,0.703624,0.0,1.856105,0.002398,0.0,2.454449,4.277271,0.0,2.171514,0.986442,0.0,2.304927,0.968504,0.0,2.185573,0.933345,0.0,1.477951,0.694254,0.0,-0.030362,22.954233,0.0,2.01991,0.985457,2014-06-29
0.0,0.217945,0.713181,0.0,0.668888,1.662356,0.0,2.341593,1.5167,0.0,2.20185,1.183768,0.0,2.370081,6.710759,0.0,2.539905,1.069322,0.0,2.341593,1.5167,0.0,2.450154,3.378068,0.0,1.416809,0.696781,0.0,1.8558,0.002398,0.0,2.501847,3.886357,0.0,2.075942,0.956826,0.0,2.271317,0.939404,0.0,2.066543,0.907133,0.0,1.490124,0.688083,0.0,-0.157205,22.137186,0.0,2.082689,0.956727,2014-06-30
0.0,0.233065,0.706892,0.0,0.641555,1.578468,0.0,2.286013,1.446421,0.0,2.098698,1.141234,0.0,1.931424,5.924335,0.0,1.957358,1.034364,0.0,2.286013,1.446421,0.0,1.999529,3.027131,0.0,1.041366,0.689921,0.0,1.591129,0.002398,0.0,2.067721,3.543433,0.0,1.752686,0.92891,0.0,1.922687,0.911997,0.0,1.769767,0.88231,0.0,1.059324,0.681926,0.0,-0.204331,21.8554,0.0,1.739777,0.929566,2014-07-01
0.0,-0.033632,0.700617,0.0,0.290168,1.503511,0.0,0.718277,1.382752,0.0,0.691955,1.101663,0.0,0.863027,5.264863,0.0,0.706156,1.001617,0.0,0.718277,1.382752,0.0,0.951417,2.485619,0.0,0.301815,0.683055,0.0,0.577006,0.002397,0.0,0.873704,3.241745,0.0,0.653189,0.902546,0.0,0.765716,0.886138,0.0,0.630161,0.858766,0.0,0.365185,0.675756,0.0,-0.255292,21.664654,0.0,0.661085,0.903846,2014-07-02
0.0,0.369917,0.694358,0.0,0.710571,1.43601,0.0,1.348801,1.32474,0.0,1.23413,1.064746,0.0,2.29057,4.706476,0.0,2.340851,0.970873,0.0,1.348801,1.32474,0.0,2.300597,2.19021,0.0,1.419451,0.676194,0.136131,1.523169,0.046626,0.0,2.364599,2.755661,0.0,1.13072,0.87761,0.0,1.918086,0.861702,0.0,1.095534,0.836405,0.0,1.454765,0.66957,0.0,-0.425382,22.649818,0.0,1.299832,0.879456,2014-07-03
1.647217,1.199353,0.81232,0.0,0.551286,1.374811,0.0,1.462677,1.27161,0.0,1.413343,1.030213,0.0,2.081645,4.230639,0.0,1.899236,0.941946,0.0,1.462677,1.27161,0.0,2.186384,1.974725,0.0,1.225919,0.669337,0.461129,1.838589,0.029043,0.0,2.144522,2.346614,0.0,1.316066,0.853986,0.0,1.492454,0.838573,0.0,1.242181,0.81514,0.0,1.317856,0.66336,0.0,-0.272839,20.781298,0.297083,1.479817,0.888576,2014-07-04
1.903186,1.789598,0.825315,0.0,0.526749,1.318992,0.0,1.946079,1.222722,0.0,1.829864,0.99783,0.0,1.966687,3.822806,0.0,1.795285,0.914674,0.0,1.946079,1.222722,0.0,1.931348,1.807459,0.0,1.048811,0.662491,0.332788,1.610471,0.028221,0.0,2.098,2.1053,0.0,1.770622,0.831573,0.0,1.607795,0.816647,0.0,1.703616,0.794891,0.0,1.058412,0.657129,0.0,-0.310758,22.457415,1.291822,2.087993,0.936875,2014-07-05
0.362381,0.46569,0.702998,0.0,0.285279,1.267812,0.0,0.728592,1.177551,0.0,0.740315,0.967398,0.0,1.46406,3.471533,0.0,1.368251,0.888919,0.0,0.728592,1.177551,0.0,1.561704,1.674289,0.0,0.775172,0.655666,0.0,1.290541,0.002395,0.0,1.452594,1.920297,0.47361,0.718891,0.860369,0.742126,0.970438,0.851275,0.526654,0.690987,0.813619,0.0,0.904445,0.650885,0.0,-0.33995,24.681303,1.023888,0.815029,0.905335,2014-07-06
0.543331,0.709334,0.710426,0.0,0.505251,1.220665,0.0,0.883025,1.135666,0.0,0.941845,0.938741,0.444506,1.692878,3.245772,0.0,1.625117,0.864554,0.0,0.883025,1.135666,0.0,1.909652,1.565771,0.0,1.023587,0.648871,0.185681,1.411581,0.041386,0.32832,1.694547,1.855335,0.493764,0.931656,0.862948,0.773706,1.434574,0.854197,0.549065,0.929922,0.791644,0.0,1.081113,0.644637,0.51149,0.736009,24.813417,0.0,1.187702,0.79313,2014-07-07
0.774848,0.894544,0.721669,0.732809,0.875928,1.235327,0.694711,0.995149,1.18545,0.567332,0.992818,0.98934,0.736593,1.638347,2.794401,0.548316,1.360763,0.949159,0.694711,0.995149,1.18545,0.0,1.911401,1.475405,0.830452,0.728484,0.79897,0.193582,1.553815,0.041567,0.701648,1.541335,1.773717,0.449566,0.923393,0.822231,0.269257,1.296647,0.78267,0.397103,0.897862,0.749026,0.677653,0.931026,0.776546,0.775415,1.376657,21.747135,0.143581,1.370249,0.790718,2014-07-08
0.595757,1.041105,0.702096,0.763992,1.27391,1.197168,0.724274,1.899673,1.14895,0.768175,1.915809,0.975184,0.780944,1.753526,2.475615,0.805489,1.654958,0.933342,0.724274,1.899673,1.14895,0.158756,1.818805,1.445753,1.85639,1.193466,0.852421,1.726417,1.642379,0.087153,0.798991,1.661633,1.664243,1.066441,1.907271,0.816093,0.650109,1.896617,0.761639,0.989659,1.838126,0.765572,1.491141,1.336458,0.813893,0.806379,2.777764,16.745554,0.469747,1.939286,0.765274,2014-07-09
0.491251,0.743471,0.688179,2.349299,1.927952,1.284375,2.248833,2.330865,1.199514,1.962551,2.318824,1.012263,2.018737,2.790216,2.314522,1.893482,2.816704,0.925753,2.248833,2.330865,1.199514,0.663381,2.751305,1.376918,2.307324,2.428474,0.812585,1.936534,2.602282,0.081048,2.073328,2.859654,1.614094,1.507775,2.280514,0.787321,1.015976,2.796833,0.72147,1.406189,2.221608,0.760656,2.137681,2.450315,0.790639,1.985157,3.126918,12.536596,0.657386,2.225554,0.737027,2014-07-10
1.811123,0.562461,0.78104,3.299832,1.171224,1.32355,3.175206,0.667394,1.25791,2.696048,0.673513,1.062632,2.178314,1.360224,2.196404,2.605923,1.358854,0.976885,3.175206,0.667394,1.25791,1.08073,1.289966,1.37258,2.632547,0.758237,0.856522,2.550063,1.055709,0.112375,2.385581,1.338312,1.593138,2.154631,0.645483,0.823386,1.879935,0.950266,0.771099,2.128524,0.532283,0.820015,2.63014,0.868882,0.847014,2.03102,1.230379,9.130036,2.905243,0.679559,0.886436,2014-07-11
2.561997,0.010559,0.831205,3.963608,0.543777,1.341647,3.751592,0.110699,1.276534,2.851757,0.14875,1.05725,1.223016,0.96609,2.008317,2.622756,0.801852,0.949142,3.751592,0.110699,1.276534,0.585575,0.938174,1.310006,1.359217,-0.070152,0.796587,4.661026,0.492967,0.222632,1.690641,0.795842,1.49594,1.284836,0.100062,0.755642,1.274237,0.475483,0.723895,1.527759,0.030812,0.781329,1.735713,0.17976,0.806441,1.094149,0.750861,7.43836,3.309827,0.224863,0.928416,2014-07-12
1.037701,0.131659,0.71114,3.207781,0.620451,1.250695,3.008356,0.236743,1.213687,2.057875,0.272343,0.998502,0.752663,1.124602,1.897074,1.771319,0.822281,0.914311,3.008356,0.236743,1.213687,0.0,1.555712,1.176521,0.0,0.498047,0.608941,2.242511,0.777307,0.156565,1.017771,0.997565,1.435532,0.0,0.224151,0.620299,0.0,0.649319,0.591841,0.192613,0.112916,0.69498,0.446204,0.209871,0.764463,0.776165,1.058532,6.503884,0.65973,0.346038,0.738203,2014-07-13
0.0,0.022305,0.62768,0.0,0.68357,0.970222,0.0,0.315545,0.909495,0.0,0.351509,0.767359,0.149945,0.692469,1.738047,0.0,0.609854,0.655492,0.0,0.315545,0.909495,0.0,0.993275,1.134563,0.0,-0.080538,0.602483,0.254008,0.495424,0.054106,0.0,0.843732,1.218637,0.0,0.207984,0.613031,0.0,0.587973,0.581783,0.0,0.092301,0.622445,0.0,0.067184,0.601234,0.258428,1.166035,5.718639,0.0,0.386611,0.640615,2014-07-14
0.466519,1.796648,0.656719,0.973048,2.595619,1.018315,0.928676,1.895294,1.005496,0.787856,1.920889,0.834462,1.977354,2.619571,1.799109,0.783579,2.661604,0.78119,0.928676,1.895294,1.005496,0.241148,2.657846,1.196438,1.136988,2.17872,0.81722,0.679469,2.750877,0.082907,1.766718,2.638225,1.386345,0.799602,1.823756,0.720656,0.613061,2.441129,0.672821,0.754777,1.751605,0.731626,0.96353,2.268237,0.791441,2.144158,3.38097,5.276516,0.607219,1.9455,0.727076,2014-07-15
3.572939,1.697119,0.882623,5.347699,2.235719,1.331419,5.094903,1.472123,1.251557,3.966208,1.461336,0.990242,3.993965,2.46706,1.823795,3.686569,2.580908,0.891065,5.094903,1.472123,1.251557,1.578226,2.410822,1.197175,2.878745,2.198435,0.855838,1.383653,2.526922,0.080739,4.157108,2.516188,1.460987,2.768888,1.393119,0.822076,2.680273,1.862597,0.762467,2.891259,1.312484,0.843258,3.041332,2.270973,0.855211,3.961023,2.589499,4.91912,2.196268,1.521009,0.806533,2014-07-16
3.217911,1.522351,0.85032,4.517638,1.931045,1.241601,4.302314,1.434078,1.184416,3.278649,1.447387,0.915902,2.014701,1.970694,1.60058,2.991759,1.850779,0.846562,4.302314,1.434078,1.184416,1.383276,1.977682,1.14445,1.765433,1.337376,0.770334,0.991838,1.727674,0.063784,2.41373,1.912287,1.294555,2.017612,1.398652,0.765953,2.127981,1.643368,0.729346,2.193911,1.346889,0.791324,2.123473,1.488213,0.78863,1.799054,2.433346,4.275233,1.629729,1.496155,0.760412,2014-07-17
0.138228,1.315732,0.615181,0.674457,1.918416,0.920389,0.627498,1.371503,0.883414,0.507488,1.369387,0.685479,1.371165,2.103016,1.47802,0.50705,1.915655,0.663139,0.627498,1.371503,0.883414,2.485331,2.177145,1.172208,0.14804,1.348878,0.658191,0.240447,1.940236,0.034682,1.228895,2.033892,1.161631,0.308658,1.226797,0.636609,0.322664,1.63252,0.593267,0.359364,1.191131,0.651114,0.299045,1.449419,0.659396,1.487278,2.588654,3.862226,2.041989,1.559162,0.777884,2014-07-18
0.14411,0.583836,0.610061,0.703158,1.07657,0.900217,0.6542,0.623948,0.876937,0.529084,0.628202,0.683082,1.429512,1.459926,1.453895,0.528626,1.226333,0.685998,0.6542,0.623948,0.876937,2.59109,1.464627,1.202196,0.154339,0.542089,0.682111,0.250678,1.400354,0.040109,1.281188,1.414178,1.159866,0.321792,0.501634,0.645666,0.336394,0.998485,0.606688,0.374656,0.467892,0.660334,0.311771,0.672888,0.684788,1.550566,1.561174,3.53571,2.424398,0.83059,0.813027,2014-07-19
1.045611,1.518517,0.671537,0.833741,1.967973,0.888843,0.800406,1.398691,0.858052,0.670526,1.438093,0.685245,0.59171,2.187966,1.348559,0.617567,2.12637,0.687954,0.800406,1.398691,0.858052,0.0,2.523729,0.941913,0.233341,1.496442,0.681723,0.0,2.42117,0.00239,0.626571,2.133755,1.091513,0.348917,1.366155,0.643899,0.363831,2.097353,0.604163,0.331764,1.346852,0.653184,0.381352,1.607081,0.683111,0.565833,2.562376,3.12066,0.308092,1.724114,0.660482,2014-07-20
1.090105,1.417738,0.669365,0.869219,1.895292,0.87124,0.834466,1.444886,0.815471,0.699059,1.483326,0.679374,0.616889,2.335486,1.304685,0.643846,2.311038,0.684814,0.834466,1.444886,0.815471,0.0,2.537164,0.916492,0.243271,1.637102,0.67001,0.0,2.60011,0.002389,0.653234,2.300138,1.067367,0.363765,1.427133,0.6369,0.379313,2.026702,0.597956,0.345882,1.394844,0.645155,0.397579,1.728129,0.674158,0.589911,2.564275,2.653163,0.0,1.770808,0.601117,2014-07-21
