date,sub_basin,nearest_station,distance_km,precip_mm_day,ET_mm_day,runoff_mm_day
2013-12-25,Copper,castnet_gothic,0.23,0.811939,0.391933,0.622905
2013-12-26,Copper,castnet_gothic,0.23,0.0,0.29547,0.617407
2013-12-27,Copper,castnet_gothic,0.23,0.0,0.159626,0.611956
2013-12-28,Copper,castnet_gothic,0.23,0.0,0.295411,0.606554
2013-12-29,Copper,castnet_gothic,0.23,0.0,0.089257,0.601201
2013-12-30,Copper,castnet_gothic,0.23,0.0,0.072655,0.595899
2013-12-31,Copper,castnet_gothic,0.23,0.0,0.105481,0.590649
2014-01-01,Copper,castnet_gothic,0.23,2.522417,0.185636,0.585453
2014-01-02,Copper,castnet_gothic,0.23,1.072895,0.277714,0.580311
2014-01-03,Copper,castnet_gothic,0.23,0.733766,0.331138,0.575223
2014-01-04,Copper,castnet_gothic,0.23,3.072765,0.256272,0.570191
2014-01-05,Copper,castnet_gothic,0.23,2.715287,0.355276,0.565214
2014-01-06,Copper,castnet_gothic,0.23,0.546986,0.12231,0.560294
2014-01-07,Copper,castnet_gothic,0.23,1.411563,0.10678,0.555429
2014-01-08,Copper,castnet_gothic,0.23,3.164879,0.227866,0.550622
2014-01-09,Copper,castnet_gothic,0.23,10.249654,0.469706,0.545871
2014-01-10,Copper,castnet_gothic,0.23,11.067148,0.467519,0.541176
2014-01-11,Copper,castnet_gothic,0.23,3.086665,0.438198,0.536538
2014-01-12,Copper,castnet_gothic,0.23,2.401539,0.314106,0.531956
2014-01-13,Copper,castnet_gothic,0.23,2.530187,0.40969,0.52743
2014-01-14,Copper,castnet_gothic,0.23,1.146056,0.433806,0.52296
2014-01-15,Copper,castnet_gothic,0.23,0.582658,0.374938,0.518546
2014-01-16,Copper,castnet_gothic,0.23,0.0,0.374205,0.514187
2014-01-17,Copper,castnet_gothic,0.23,0.0,0.389522,0.509883
2014-01-18,Copper,castnet_gothic,0.23,0.0,0.097119,0.505633
2014-01-19,Copper,castnet_gothic,0.23,0.0,0.094223,0.501437
2014-01-20,Copper,castnet_gothic,0.23,0.0,0.271008,0.497294
2014-01-21,Copper,castnet_gothic,0.23,0.0,0.20557,0.493205
2014-01-22,Copper,castnet_gothic,0.23,0.0,0.167096,0.489168
2014-01-23,Copper,castnet_gothic,0.23,0.0,0.389366,0.485183
2014-01-24,Copper,castnet_gothic,0.23,0.0,0.332928,0.481249
2014-01-25,Copper,castnet_gothic,0.23,0.0,0.189079,0.477366
2014-01-26,Copper,castnet_gothic,0.23,0.0,0.056746,0.473533
2014-01-27,Copper,castnet_gothic,0.23,0.574294,-0.008191,0.46975
2014-01-28,Copper,castnet_gothic,0.23,0.598732,0.087761,0.466016
2014-01-29,Copper,castnet_gothic,0.23,6.594742,0.12491,0.46233
2014-01-30,Copper,castnet_gothic,0.23,26.487118,0.019386,0.458692
2014-01-31,Copper,castnet_gothic,0.23,40.058037,0.157828,0.455102
2014-02-01,Copper,castnet_gothic,0.23,9.122277,0.621446,0.451558
2014-02-02,Copper,castnet_gothic,0.23,1.243104,0.370518,0.448059
2014-02-03,Copper,castnet_gothic,0.23,2.84149,0.356024,0.444606
2014-02-04,Copper,castnet_gothic,0.23,6.527216,0.523399,0.441198
2014-02-05,Copper,castnet_gothic,0.23,5.767723,0.213228,0.437834
2014-02-06,Copper,castnet_gothic,0.23,5.669625,0.342069,0.434513
2014-02-07,Copper,castnet_gothic,0.23,13.887032,0.430717,0.431235
2014-02-08,Copper,castnet_gothic,0.23,22.376387,0.660211,0.428
2014-02-09,Copper,castnet_gothic,0.23,24.022341,0.378178,0.424805
2014-02-10,Copper,castnet_gothic,0.23,15.631198,0.444048,0.421652
2014-02-11,Copper,castnet_gothic,0.23,4.219638,0.54447,0.418539
2014-02-12,Copper,castnet_gothic,0.23,0.54741,0.503126,0.415466
2014-02-13,Copper,castnet_gothic,0.23,3.705912,0.303295,0.412432
2014-02-14,Copper,castnet_gothic,0.23,3.732612,0.109452,0.409437
2014-02-15,Copper,castnet_gothic,0.23,0.483735,-0.048138,0.40648
2014-02-16,Copper,castnet_gothic,0.23,0.0,0.037018,0.40356
2014-02-17,Copper,castnet_gothic,0.23,0.0,0.238515,0.400677
2014-02-18,Copper,castnet_gothic,0.23,0.0,0.411785,0.39783
2014-02-19,Copper,castnet_gothic,0.23,3.642938,0.290466,0.395019
2014-02-20,Copper,castnet_gothic,0.23,5.637236,0.359859,0.392243
2014-02-21,Copper,castnet_gothic,0.23,1.917547,0.488712,0.389502
2014-02-22,Copper,castnet_gothic,0.23,0.191639,0.81453,0.386795
2014-02-23,Copper,castnet_gothic,0.23,0.199793,0.265289,0.384121
2014-02-24,Copper,castnet_gothic,0.23,0.0,0.062464,0.381481
2014-02-25,Copper,castnet_gothic,0.23,0.0,-0.020714,0.378873
2014-02-26,Copper,castnet_gothic,0.23,0.0,0.035444,0.376297
2014-02-27,Copper,castnet_gothic,0.23,6.7556,0.155178,0.373752
2014-02-28,Copper,castnet_gothic,0.23,13.798672,0.252828,0.371239
2014-03-01,Copper,castnet_gothic,0.23,20.767658,-0.048611,0.368756
2014-03-02,Copper,castnet_gothic,0.23,14.055086,-0.005614,0.366303
2014-03-03,Copper,castnet_gothic,0.23,0.0,0.069427,0.36388
2014-03-04,Copper,castnet_gothic,0.23,0.0,0.188945,0.361486
2014-03-05,Copper,castnet_gothic,0.23,0.80807,0.23284,0.35912
2014-03-06,Copper,castnet_gothic,0.23,0.99389,0.211696,0.356783
2014-03-07,Copper,castnet_gothic,0.23,1.514417,0.166276,0.354474
2014-03-08,Copper,castnet_gothic,0.23,1.414265,0.249742,0.352191
2014-03-09,Copper,castnet_gothic,0.23,0.830128,0.322026,0.349936
2014-03-10,Copper,castnet_gothic,0.23,1.873313,0.09291,0.347708
2014-03-11,Copper,castnet_gothic,0.23,2.679614,0.476895,0.345505
2014-03-12,Copper,castnet_gothic,0.23,1.698179,0.569075,0.343328
2014-03-13,Copper,castnet_gothic,0.23,0.163735,0.645428,0.341177
2014-03-14,Copper,castnet_gothic,0.23,0.541015,0.687244,0.33905
2014-03-15,Copper,castnet_gothic,0.23,0.85649,0.428482,0.336948
2014-03-16,Copper,castnet_gothic,0.23,0.490438,0.465262,0.33487
2014-03-17,Copper,castnet_gothic,0.23,0.169249,0.442326,0.332815
2014-03-18,Copper,castnet_gothic,0.23,0.383877,0.539512,0.330785
2014-03-19,Copper,castnet_gothic,0.23,0.216252,0.66483,0.328777
2014-03-20,Copper,castnet_gothic,0.23,0.0,0.603407,0.326792
2014-03-21,Copper,castnet_gothic,0.23,0.160766,0.538446,0.324829
2014-03-22,Copper,castnet_gothic,0.23,4.373389,0.708621,0.322888
2014-03-23,Copper,castnet_gothic,0.23,4.384752,0.711364,0.320969
2014-03-24,Copper,castnet_gothic,0.23,0.0,0.813963,0.319071
2014-03-25,Copper,castnet_gothic,0.23,1.75909,0.387257,0.317194
2014-03-26,Copper,castnet_gothic,0.23,11.837048,0.390037,0.315338
2014-03-27,Copper,castnet_gothic,0.23,15.2581,0.395098,0.313502
2014-03-28,Copper,castnet_gothic,0.23,5.585427,0.684192,0.311686
2014-03-29,Copper,castnet_gothic,0.23,0.57402,0.837755,0.309891
2014-03-30,Copper,castnet_gothic,0.23,1.788359,0.473732,0.308114
2014-03-31,Copper,castnet_gothic,0.23,3.652818,0.238786,0.306357
2014-04-01,Copper,castnet_gothic,0.23,2.587573,0.68786,0.304618
2014-04-02,Copper,castnet_gothic,0.23,4.670683,0.541716,0.302899
2014-04-03,Copper,castnet_gothic,0.23,5.205626,0.526331,0.301197
2014-04-04,Copper,castnet_gothic,0.23,0.689365,0.646173,0.299514
2014-04-05,Copper,castnet_gothic,0.23,0.0,0.437047,0.297848
2014-04-06,Copper,castnet_gothic,0.23,3.471077,0.48988,0.2962
2014-04-07,Copper,castnet_gothic,0.23,5.208468,0.613659,0.29457
2014-04-08,Copper,castnet_gothic,0.23,1.657333,0.286009,0.292956
2014-04-09,Copper,castnet_gothic,0.23,0.0,0.161367,0.291359
2014-04-10,Copper,castnet_gothic,0.23,0.0,-0.003726,0.289779
2014-04-11,Copper,castnet_gothic,0.23,0.0,-0.032868,0.288215
2014-04-12,Copper,castnet_gothic,0.23,1.394402,0.01419,0.286667
2014-04-13,Copper,castnet_gothic,0.23,8.169772,0.750601,0.285134
2014-04-14,Copper,castnet_gothic,0.23,7.001823,0.732739,0.283618
2014-04-15,Copper,castnet_gothic,0.23,0.0,0.654145,0.282117
2014-04-16,Copper,castnet_gothic,0.23,0.0,0.651561,0.280631
2014-04-17,Copper,castnet_gothic,0.23,0.0,0.442589,0.27916
2014-04-18,Copper,castnet_gothic,0.23,0.0,0.076744,0.277703
2014-04-19,Copper,castnet_gothic,0.23,0.0,0.016915,0.67682
2014-04-20,Copper,castnet_gothic,0.23,0.0,-0.097195,0.549814
2014-04-21,Copper,castnet_gothic,0.23,0.0,-0.16048,0.877141
2014-04-22,Copper,castnet_gothic,0.23,0.261359,-0.076378,0.676939
2014-04-23,Copper,castnet_gothic,0.23,0.543627,0.102375,0.828433
2014-04-24,Copper,castnet_gothic,0.23,0.282685,0.193258,0.775698
2014-04-25,Copper,castnet_gothic,0.23,0.0,-0.108976,0.974544
2014-04-26,Copper,castnet_gothic,0.23,2.518635,-0.116401,0.800203
2014-04-27,Copper,castnet_gothic,0.23,6.71015,0.265409,0.806281
2014-04-28,Copper,castnet_gothic,0.23,8.933719,0.632624,0.298544
2014-04-29,Copper,castnet_gothic,0.23,6.416749,0.604014,0.2626
2014-04-30,Copper,castnet_gothic,0.23,3.150048,0.786694,0.28559
2014-05-01,Copper,castnet_gothic,0.23,0.588555,0.964688,0.304844
2014-05-02,Copper,castnet_gothic,0.23,0.0,0.082705,0.258753
2014-05-03,Copper,castnet_gothic,0.23,0.0,-0.073857,0.96713
2014-05-04,Copper,castnet_gothic,0.23,0.0,-0.108762,0.975955
2014-05-05,Copper,castnet_gothic,0.23,0.0,-0.119208,1.167107
2014-05-06,Copper,castnet_gothic,0.23,0.0,-0.0996,0.891374
2014-05-07,Copper,castnet_gothic,0.23,0.43049,-0.077539,1.370539
2014-05-08,Copper,castnet_gothic,0.23,2.044503,0.087883,0.806593
2014-05-09,Copper,castnet_gothic,0.23,7.221079,0.08601,1.309094
2014-05-10,Copper,castnet_gothic,0.23,8.334364,-0.017092,1.676082
2014-05-11,Copper,castnet_gothic,0.23,19.607325,0.29553,2.084535
2014-05-12,Copper,castnet_gothic,0.23,20.814686,0.969739,0.31566
2014-05-13,Copper,castnet_gothic,0.23,3.446907,1.105559,0.566033
2014-05-14,Copper,castnet_gothic,0.23,0.186964,1.102346,1.137243
2014-05-15,Copper,castnet_gothic,0.23,0.23789,0.157521,2.984127
2014-05-16,Copper,castnet_gothic,0.23,1.794757,0.07249,3.956387
2014-05-17,Copper,castnet_gothic,0.23,1.612563,-0.200599,4.032444
2014-05-18,Copper,castnet_gothic,0.23,0.0,-0.422054,4.873691
2014-05-19,Copper,castnet_gothic,0.23,0.0,-0.477699,5.211149
2014-05-20,Copper,castnet_gothic,0.23,0.0,-0.314404,5.466578
2014-05-21,Copper,castnet_gothic,0.23,0.0,-0.262079,6.732601
2014-05-22,Copper,castnet_gothic,0.23,0.172013,-0.335778,10.629643
2014-05-23,Copper,castnet_gothic,0.23,0.91176,-0.169059,11.617226
2014-05-24,Copper,castnet_gothic,0.23,2.617766,-0.07842,11.590653
2014-05-25,Copper,castnet_gothic,0.23,3.992196,0.055048,12.240008
2014-05-26,Copper,castnet_gothic,0.23,2.146745,-0.033762,13.059967
2014-05-27,Copper,castnet_gothic,0.23,0.158746,-0.266308,20.721605
2014-05-28,Copper,castnet_gothic,0.23,0.165501,-0.314206,28.775347
2014-05-29,Copper,castnet_gothic,0.23,0.409903,-0.353966,26.306583
2014-05-30,Copper,castnet_gothic,0.23,1.7362,-0.250491,22.014599
2014-05-31,Copper,castnet_gothic,0.23,2.673404,-0.152708,19.005068
2014-06-01,Copper,castnet_gothic,0.23,0.36644,-0.368231,18.042356
2014-06-02,Copper,castnet_gothic,0.23,0.0,-0.520625,18.664581
2014-06-03,Copper,castnet_gothic,0.23,0.0,-0.311946,19.789045
2014-06-04,Copper,castnet_gothic,0.23,0.0,-0.251363,22.804045
2014-06-05,Copper,castnet_gothic,0.23,0.0,-0.338325,23.869585
2014-06-06,Copper,castnet_gothic,0.23,0.0,-0.360611,26.271357
2014-06-07,Copper,castnet_gothic,0.23,0.0,-0.055968,29.441711
2014-06-08,Copper,castnet_gothic,0.23,2.897871,1.502985,27.567442
2014-06-09,Copper,castnet_gothic,0.23,3.021185,1.779032,25.493856
2014-06-10,Copper,castnet_gothic,0.23,0.0,2.385395,19.394318
2014-06-11,Copper,castnet_gothic,0.23,3.075215,2.269808,14.397677
2014-06-12,Copper,castnet_gothic,0.23,3.206075,2.328294,10.584152
2014-06-13,Copper,castnet_gothic,0.23,0.0,2.28407,7.757956
2014-06-14,Copper,castnet_gothic,0.23,0.679998,2.317521,6.783321
2014-06-15,Copper,castnet_gothic,0.23,0.708934,2.514808,5.962865
2014-06-16,Copper,castnet_gothic,0.23,0.0,2.576401,5.232507
2014-06-17,Copper,castnet_gothic,0.23,0.0,2.000038,4.677186
2014-06-18,Copper,castnet_gothic,0.23,0.0,2.750823,4.206763
2014-06-19,Copper,castnet_gothic,0.23,0.0,2.615269,3.804683
2014-06-20,Copper,castnet_gothic,0.23,0.0,2.802315,3.458646
2014-06-21,Copper,castnet_gothic,0.23,0.0,2.452966,3.148483
2014-06-22,Copper,castnet_gothic,0.23,0.0,2.493613,2.673057
2014-06-23,Copper,castnet_gothic,0.23,0.0,2.777137,2.378524
2014-06-24,Copper,castnet_gothic,0.23,0.0,2.748326,2.182299
2014-06-25,Copper,castnet_gothic,0.23,0.0,2.562176,2.025905
2014-06-26,Copper,castnet_gothic,0.23,0.0,2.388582,1.894459
2014-06-27,Copper,castnet_gothic,0.23,0.233432,2.405661,1.814297
2014-06-28,Copper,castnet_gothic,0.23,0.243365,2.477481,1.708067
2014-06-29,Copper,castnet_gothic,0.23,0.0,2.646723,1.59481
2014-06-30,Copper,castnet_gothic,0.23,0.0,2.341593,1.5167
2014-07-01,Copper,castnet_gothic,0.23,0.0,2.286013,1.446421
2014-07-02,Copper,castnet_gothic,0.23,0.0,0.718277,1.382752
2014-07-03,Copper,castnet_gothic,0.23,0.0,1.348801,1.32474
2014-07-04,Copper,castnet_gothic,0.23,0.0,1.462677,1.27161
2014-07-05,Copper,castnet_gothic,0.23,0.0,1.946079,1.222722
2014-07-06,Copper,castnet_gothic,0.23,0.0,0.728592,1.177551
2014-07-07,Copper,castnet_gothic,0.23,0.0,0.883025,1.135666
2014-07-08,Copper,castnet_gothic,0.23,0.694711,0.995149,1.18545
2014-07-09,Copper,castnet_gothic,0.23,0.724274,1.899673,1.14895
2014-07-10,Copper,castnet_gothic,0.23,2.248833,2.330865,1.199514
2014-07-11,Copper,castnet_gothic,0.23,3.175206,0.667394,1.25791
2014-07-12,Copper,castnet_gothic,0.23,3.751592,0.110699,1.276534
2014-07-13,Copper,castnet_gothic,0.23,3.008356,0.236743,1.213687
2014-07-14,Copper,castnet_gothic,0.23,0.0,0.315545,0.909495
2014-07-15,Copper,castnet_gothic,0.23,0.928676,1.895294,1.005496
2014-07-16,Copper,castnet_gothic,0.23,5.094903,1.472123,1.251557
2014-07-17,Copper,castnet_gothic,0.23,4.302314,1.434078,1.184416
2014-07-18,Copper,castnet_gothic,0.23,0.627498,1.371503,0.883414
2014-07-19,Copper,castnet_gothic,0.23,0.6542,0.623948,0.876937
2014-07-20,Copper,castnet_gothic,0.23,0.800406,1.398691,0.858052
2014-07-21,Copper,castnet_gothic,0.23,0.834466,1.444886,0.815471
2014-07-22,Copper,castnet_gothic,0.23,0.0,0.208439,0.679981
2014-07-23,Copper,castnet_gothic,0.23,1.041041,0.795516,0.786124
2014-07-24,Copper,castnet_gothic,0.23,2.015043,1.020951,0.84
2014-07-25,Copper,castnet_gothic,0.23,1.439246,0.155476,0.766354
2014-07-26,Copper,castnet_gothic,0.23,0.489981,0.99771,0.689839
2014-07-27,Copper,castnet_gothic,0.23,3.415579,2.190569,0.87754
2014-07-28,Copper,castnet_gothic,0.23,9.056018,0.342791,1.28604
2014-07-29,Copper,castnet_gothic,0.23,9.430807,0.578458,1.301121
2014-07-30,Copper,castnet_gothic,0.23,4.334518,2.054513,0.92713
2014-07-31,Copper,castnet_gothic,0.23,0.970443,1.781021,0.673073
2014-08-01,Copper,castnet_gothic,0.23,5.985798,2.232415,1.028217
2014-08-02,Copper,castnet_gothic,0.23,2.647388,1.76909,0.783013
2014-08-03,Copper,castnet_gothic,0.23,1.398381,1.09551,0.694412
2014-08-04,Copper,castnet_gothic,0.23,3.281271,1.8704,0.829255
2014-08-05,Copper,castnet_gothic,0.23,2.534836,2.064964,0.764116
2014-08-06,Copper,castnet_gothic,0.23,0.794407,1.542609,0.633273
2014-08-07,Copper,castnet_gothic,0.23,0.139256,0.450468,0.583868
2014-08-08,Copper,castnet_gothic,0.23,0.0,0.953359,0.552136
2014-08-09,Copper,castnet_gothic,0.23,0.0,2.160397,0.547433
2014-08-10,Copper,castnet_gothic,0.23,0.0,1.993131,0.542747
2014-08-11,Copper,castnet_gothic,0.23,0.0,1.150384,0.53808
2014-08-12,Copper,castnet_gothic,0.23,0.808234,1.149394,0.615886
2014-08-13,Copper,castnet_gothic,0.23,1.153972,1.296786,0.635951
2014-08-14,Copper,castnet_gothic,0.23,1.587459,0.840687,0.658175
2014-08-15,Copper,castnet_gothic,0.23,1.316605,0.84178,0.64039
2014-08-16,Copper,castnet_gothic,0.23,0.0,1.481972,0.515151
2014-08-17,Copper,castnet_gothic,0.23,0.0,0.922032,0.510661
2014-08-18,Copper,castnet_gothic,0.23,0.807748,1.598404,0.594238
2014-08-19,Copper,castnet_gothic,0.23,6.33413,1.944267,0.95839
2014-08-20,Copper,castnet_gothic,0.23,6.503345,1.600665,0.98311
2014-08-21,Copper,castnet_gothic,0.23,2.423307,1.145697,0.668047
2014-08-22,Copper,castnet_gothic,0.23,7.726445,1.209551,1.036057
2014-08-23,Copper,castnet_gothic,0.23,15.454377,1.970833,1.561862
2014-08-24,Copper,castnet_gothic,0.23,9.541333,0.857305,1.167808
2014-08-25,Copper,castnet_gothic,0.23,2.948306,1.009887,0.693639
2014-08-26,Copper,castnet_gothic,0.23,9.373038,1.867906,1.136577
2014-08-27,Copper,castnet_gothic,0.23,11.543504,1.888231,1.282574
2014-08-28,Copper,castnet_gothic,0.23,6.069021,1.981109,0.895894
2014-08-29,Copper,castnet_gothic,0.23,0.918585,1.635107,0.523815
2014-08-30,Copper,castnet_gothic,0.23,0.40266,1.234013,0.488975
2014-08-31,Copper,castnet_gothic,0.23,0.822454,1.358078,0.518107
2014-09-01,Copper,castnet_gothic,0.23,0.0,1.613747,0.448106
2014-09-02,Copper,castnet_gothic,0.23,0.0,1.969767,0.444281
2014-09-03,Copper,castnet_gothic,0.23,0.0,1.626099,0.4405
2014-09-04,Copper,castnet_gothic,0.23,3.318526,1.916488,0.66307
2014-09-05,Copper,castnet_gothic,0.23,3.459739,1.65322,0.682338
2014-09-06,Copper,castnet_gothic,0.23,0.0,1.586989,0.429418
2014-09-07,Copper,castnet_gothic,0.23,0.297551,1.520961,0.453997
2014-09-08,Copper,castnet_gothic,0.23,7.726041,1.555538,0.947164
2014-09-09,Copper,castnet_gothic,0.23,21.089527,1.553181,1.874172
2014-09-10,Copper,castnet_gothic,0.23,13.926564,1.280432,1.400468
2014-09-11,Copper,castnet_gothic,0.23,0.0,0.899633,0.412025
2014-09-12,Copper,castnet_gothic,0.23,0.0,1.460312,0.40887
2014-09-13,Copper,castnet_gothic,0.23,0.0,1.742432,0.40596
2014-09-14,Copper,castnet_gothic,0.23,0.0,0.71138,0.403418
2014-09-15,Copper,castnet_gothic,0.23,0.0,0.928242,0.401425
2014-09-16,Copper,castnet_gothic,0.23,0.0,0.465726,0.400275
2014-09-17,Copper,castnet_gothic,0.23,0.0,-0.375127,0.400644
2014-09-18,Copper,castnet_gothic,0.23,0.0,0.353834,0.404288
2014-09-19,Copper,castnet_gothic,0.23,0.0,1.59628,0.4146
2014-09-20,Copper,castnet_gothic,0.23,0.595103,1.337305,0.472683
2014-09-21,Copper,castnet_gothic,0.23,10.259624,0.969327,1.187485
2014-09-22,Copper,castnet_gothic,0.23,11.955452,0.641346,1.34302
2014-09-23,Copper,castnet_gothic,0.23,2.128613,-0.115713,0.684661
2014-09-24,Copper,castnet_gothic,0.23,0.147447,0.930807,0.582427
2014-09-25,Copper,castnet_gothic,0.23,0.0,0.534387,0.566951
2014-09-26,Copper,castnet_gothic,0.23,0.0,0.348579,0.588176
2014-09-27,Copper,castnet_gothic,0.23,0.128572,-0.181575,0.632136
2014-09-28,Copper,castnet_gothic,0.23,6.168644,0.024176,1.095184
2014-09-29,Copper,castnet_gothic,0.23,11.577523,0.863452,1.480773
2014-09-30,Copper,castnet_gothic,0.23,10.657123,0.640447,1.422975
2014-10-01,Copper,castnet_gothic,0.23,7.635147,1.354599,1.200898
2014-10-02,Copper,castnet_gothic,0.23,5.79246,1.067143,1.09274
2014-10-03,Copper,castnet_gothic,0.23,0.0,0.611671,0.690551
2014-10-04,Copper,castnet_gothic,0.23,0.0,0.826736,0.702488
2014-10-05,Copper,castnet_gothic,0.23,0.0,0.414866,0.715242
2014-10-06,Copper,castnet_gothic,0.23,0.0,0.601329,0.731504
2014-10-07,Copper,castnet_gothic,0.23,0.0,0.624116,0.76064
2014-10-08,Copper,castnet_gothic,0.23,0.0,0.583356,0.818018
2014-10-09,Copper,castnet_gothic,0.23,2.331274,0.245293,1.145608
2014-10-10,Copper,castnet_gothic,0.23,3.344234,0.601628,1.491223
2014-10-11,Copper,castnet_gothic,0.23,1.242023,0.241096,1.557763
2014-10-12,Copper,castnet_gothic,0.23,4.91559,0.816514,2.012961
2014-10-13,Copper,castnet_gothic,0.23,4.81023,2.523917,2.131478
2014-10-14,Copper,castnet_gothic,0.23,0.0,0.567806,1.797794
2014-10-15,Copper,castnet_gothic,0.23,0.360334,0.709742,1.844755
2014-10-16,Copper,castnet_gothic,0.23,0.375667,0.925576,1.842928
2014-10-17,Copper,castnet_gothic,0.23,0.0,1.151263,1.795356
2014-10-18,Copper,castnet_gothic,0.23,0.0,0.383849,1.769643
2014-10-19,Copper,castnet_gothic,0.23,0.0,0.616423,1.740448
2014-10-20,Copper,castnet_gothic,0.23,0.0,0.526004,1.71024
2014-10-21,Copper,castnet_gothic,0.23,3.141644,0.696854,1.921154
2014-10-22,Copper,castnet_gothic,0.23,4.205307,0.742674,1.991871
2014-10-23,Copper,castnet_gothic,0.23,0.969549,0.527713,1.701259
2014-10-24,Copper,castnet_gothic,0.23,0.0,0.224492,1.598099
2014-10-25,Copper,castnet_gothic,0.23,0.0,0.037894,1.57255
2014-10-26,Copper,castnet_gothic,0.23,0.340062,0.301302,1.591889
2014-10-27,Copper,castnet_gothic,0.23,0.63834,0.650537,1.57616
2014-10-28,Copper,castnet_gothic,0.23,0.295884,0.615682,1.518996
2014-10-29,Copper,castnet_gothic,0.23,0.0,0.609424,1.471726
2014-10-30,Copper,castnet_gothic,0.23,0.0,0.225161,1.446116
2014-10-31,Copper,castnet_gothic,0.23,0.0,0.470596,1.420391
2014-11-01,Copper,castnet_gothic,0.23,0.291,0.394264,1.420403
2014-11-02,Copper,castnet_gothic,0.23,7.928285,0.791571,1.980531
2014-11-03,Copper,castnet_gothic,0.23,9.14156,1.751503,1.488034
2014-11-04,Copper,castnet_gothic,0.23,1.242925,1.396179,1.318714
2014-11-05,Copper,castnet_gothic,0.23,0.0,0.349213,1.614171
2014-11-06,Copper,castnet_gothic,0.23,0.0,0.152987,1.55423
2014-11-07,Copper,castnet_gothic,0.23,0.0,0.312161,1.246532
2014-11-08,Copper,castnet_gothic,0.23,0.0,0.308376,1.223489
2014-11-09,Copper,castnet_gothic,0.23,0.0,0.312272,1.200959
2014-11-10,Copper,castnet_gothic,0.23,0.843295,1.677894,1.219095
2014-11-11,Copper,castnet_gothic,0.23,0.87918,1.04507,1.157394
2014-11-12,Copper,castnet_gothic,0.23,1.917679,0.59916,1.136336
2014-11-13,Copper,castnet_gothic,0.23,8.611223,0.411896,1.115752
2014-11-14,Copper,castnet_gothic,0.23,15.658036,0.295857,1.095649
2014-11-15,Copper,castnet_gothic,0.23,14.293637,0.165773,1.076036
2014-11-16,Copper,castnet_gothic,0.23,5.375336,0.0,1.056929
2014-11-17,Copper,castnet_gothic,0.23,0.0,0.0,1.03835
2014-11-18,Copper,castnet_gothic,0.23,0.0,-0.000556,1.020318
2014-11-19,Copper,castnet_gothic,0.23,0.0,-0.000985,1.002846
2014-11-20,Copper,castnet_gothic,0.23,0.0,0.000278,0.985938
2014-11-21,Copper,castnet_gothic,0.23,0.0,0.0,0.969589
2014-11-22,Copper,castnet_gothic,0.23,7.123959,0.074133,0.95378
2014-11-23,Copper,castnet_gothic,0.23,9.671532,-0.018761,0.938482
2014-11-24,Copper,castnet_gothic,0.23,5.442253,-5e-05,0.923658
2014-11-25,Copper,castnet_gothic,0.23,6.711733,-0.001269,0.909265
2014-11-26,Copper,castnet_gothic,0.23,3.625373,-0.01678,0.895258
2014-11-27,Copper,castnet_gothic,0.23,0.0,-0.004667,0.881593
2014-11-28,Copper,castnet_gothic,0.23,0.0,-0.054622,0.868229
2014-11-29,Copper,castnet_gothic,0.23,0.0,-0.122274,0.855129
2014-11-30,Copper,castnet_gothic,0.23,0.0,-0.136357,0.842262
2014-12-01,Copper,castnet_gothic,0.23,1.779097,-0.006471,0.829601
2014-12-02,Copper,castnet_gothic,0.23,0.0,0.072172,0.817126
2014-12-03,Copper,castnet_gothic,0.23,0.257175,0.065268,0.804821
2014-12-04,Copper,castnet_gothic,0.23,0.268119,-0.059338,0.792675
2014-12-05,Copper,castnet_gothic,0.23,0.0,0.16286,0.775861
2014-12-06,Copper,castnet_gothic,0.23,0.0,-0.015836,0.763
2014-12-07,Copper,castnet_gothic,0.23,0.0,-0.007738,0.756902
2014-12-08,Copper,castnet_gothic,0.23,0.0,-0.02464,0.752035
2014-12-09,Copper,castnet_gothic,0.23,0.0,0.07027,0.747346
2014-12-10,Copper,castnet_gothic,0.23,0.0,0.197353,0.742638
2014-12-11,Copper,castnet_gothic,0.23,0.0,0.367499,0.737869
2014-12-12,Copper,castnet_gothic,0.23,0.0,0.230791,0.733029
2014-12-13,Copper,castnet_gothic,0.23,2.77629,0.171645,0.728136
2014-12-14,Copper,castnet_gothic,0.23,3.660442,0.252766,0.723142
2014-12-15,Copper,castnet_gothic,0.23,1.143012,0.54491,0.718091
2014-12-16,Copper,castnet_gothic,0.23,1.917652,0.507274,0.71299
2014-12-17,Copper,castnet_gothic,0.23,3.613638,0.286349,0.707839
2014-12-18,Copper,castnet_gothic,0.23,2.82783,-0.009146,0.702645
2014-12-19,Copper,castnet_gothic,0.23,0.950016,0.038364,0.697415
2014-12-20,Copper,castnet_gothic,0.23,2.411769,0.094089,0.692157
2014-12-21,Copper,castnet_gothic,0.23,8.978204,0.117953,0.686876
2014-12-22,Copper,castnet_gothic,0.23,10.849863,0.352885,0.681578
2014-12-23,Copper,castnet_gothic,0.23,4.657347,0.364108,0.676271
2014-12-24,Copper,castnet_gothic,0.23,4.829639,0.26574,0.67096
2014-12-25,Copper,castnet_gothic,0.23,9.584167,0.377466,0.665649
2014-12-26,Copper,castnet_gothic,0.23,5.692554,0.284996,0.660344
2014-12-27,Copper,castnet_gothic,0.23,0.548611,0.197281,0.65505
2014-12-28,Copper,castnet_gothic,0.23,4.984141,0.278726,0.64977
